pId,name,uniformNumber,position,nationality,teamId,gameId
151395,Cayla George,15.0,F,Australia,16,128115
239719,Jade Melbourne,2.0,G,Australia,16,128115
271348,Isobel Borlase,20.0,G,Australia,16,128115
229038,Zitina Aokuso,22.0,PF,Australia,16,128115
236147,Alexandra Fowler,23.0,F,Australia,16,128115
191935,Sami Whitcomb,32.0,G,Australia,16,128115
181326,Alex Wilson,44.0,SG,Australia,16,128115
205418,Chloe Bibby,55.0,PF,Australia,16,128115
217051,Shaina Pellington,1.0,PG,Canada,34,128115
235589,Merissah Russell,13.0,SG,Canada,34,128115
161433,Kayla Alexander,14.0,C,Canada,34,128115
196900,Shay Colley,2.0,G,Canada,34,128115
215167,Aaliyah Edwards,24.0,F,Canada,34,128115
250669,Faith Dut,25.0,C,Canada,34,128115
188714,Sami Hill,4.0,G,Canada,34,128115
188565,Kia Nurse,5.0,G,Canada,34,128115
203119,Bridget Carleton,6.0,SF,Canada,34,128115
217042,Niyah Becker,7.0,F,Canada,34,128115
266912,Tara Wallack,8.0,SF,Canada,34,128115
172742,Yvonne Ejim,9.0,PF,Canada,34,128115
