gameId,pId,PM,Starter,AS,BS,DR,FD,FG2A,FG2M,FG2P,FG3A,FG3M,FG3P,FGA,FGM,FTA,FTM,FTP,OR,PF,PTS,REB,ST,TO,EFF,FGIA,FGIM,FGIP,TP,teamId,nationality,uniformNumber,name,10+ ppg,FGP,mins,secs,MP
130902,415992,27,True,7,0,0,1,4,2,0.5,2,0,0.0,6,2,2,2,1.0,0,0,6,0,3,1,11,3,2,66.7,24:24,34,Canada,4.0,Gabriela Morash,0,0.333,24,24,24.4
130902,368226,19,True,1,2,1,2,2,0,0.0,8,4,0.5,10,4,4,2,0.5,0,0,14,1,3,1,12,2,0,0.0,22:13,34,Canada,5.0,Chante Murray,1,0.4,22,13,22.2
130902,416071,23,False,0,0,0,1,1,0,0.0,6,1,0.167,7,1,0,0,,0,0,3,0,1,2,-4,1,0,0.0,13:54,34,Canada,6.0,Kaylen Sta Maria,0,0.143,13,54,13.9
130902,415958,17,False,3,0,0,0,1,0,0.0,1,1,1.0,2,1,0,0,,0,0,3,0,2,3,4,1,0,0.0,10:0,34,Canada,7.0,Ayla Corrigale,0,0.5,10,0,10.0
130902,416109,18,False,1,0,2,1,2,1,0.5,2,1,0.5,4,2,0,0,,1,3,5,3,1,1,7,2,1,50.0,10:45,34,Canada,8.0,Arianna Turla,0,0.5,10,45,10.8
130902,415989,15,False,1,0,3,0,2,1,0.5,2,2,1.0,4,3,0,0,,0,1,8,3,1,4,8,2,1,50.0,12:7,34,Canada,11.0,Isabella Sangha,0,0.75,12,7,12.1
130902,415969,11,False,0,0,0,1,1,0,0.0,6,1,0.167,7,1,0,0,,0,1,3,0,2,0,-1,1,0,0.0,14:20,34,Canada,12.0,Alex Newson,0,0.143,14,20,14.3
130902,368223,25,True,5,0,2,2,3,2,0.667,1,0,0.0,4,2,1,0,0.0,2,0,4,4,2,1,11,3,2,66.7,22:23,34,Canada,17.0,Brooke McLeod,0,0.5,22,23,22.4
130902,342677,26,True,4,0,4,7,9,5,0.556,5,2,0.4,14,7,6,3,0.5,5,2,19,9,2,1,23,7,5,71.4,23:18,34,Canada,21.0,Savannah Swords,1,0.5,23,18,23.3
130902,342483,30,True,3,1,3,4,10,7,0.7,2,0,0.0,12,7,3,2,0.667,2,3,16,5,3,0,22,10,7,70.0,22:21,34,Canada,23.0,Jordyn Wheeler,1,0.583,22,21,22.4
130904,371983,-14,False,1,0,3,2,1,0,0.0,4,0,0.0,5,0,4,3,0.75,1,2,3,4,0,0,2,1,0,0.0,15:5,125,Puerto Rico,0.0,Amahya Hernandez,0,0.0,15,5,15.1
130904,320462,-24,True,2,0,2,1,1,0,0.0,6,1,0.167,7,1,0,0,,1,5,3,3,0,2,0,1,0,0.0,18:41,125,Puerto Rico,1.0,Andrea Alamo,0,0.143,18,41,18.7
130904,415448,-11,False,1,0,0,2,1,0,0.0,1,0,0.0,2,0,3,2,0.667,0,1,2,0,0,4,-4,1,0,0.0,8:42,125,Puerto Rico,2.0,Nyasia Caban,0,0.0,8,42,8.7
130904,342175,-6,False,1,0,0,1,1,0,0.0,4,1,0.25,5,1,0,0,,0,0,3,0,2,1,1,0,0,0.0,14:44,125,Puerto Rico,3.0,Valeria Muñoz,0,0.2,14,44,14.7
130904,371631,-8,True,4,0,3,3,12,5,0.417,5,1,0.2,17,6,1,1,1.0,4,4,14,7,2,1,15,10,4,40.0,28:35,125,Puerto Rico,10.0,Lucianna Parrotta,1,0.353,28,35,28.6
130904,415780,-13,True,2,0,4,4,6,3,0.5,4,1,0.25,10,4,4,3,0.75,2,2,12,6,2,2,13,5,2,40.0,25:22,125,Puerto Rico,11.0,Mia Huckaby,1,0.4,25,22,25.4
